objectid,filename,youtubeid,title,format,description,creator,recipient,date,date-is-approximate?,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,language,relation
blackworld051,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA80#v=onepage&q&f=false,,Nigeria Acts to Protect Traditional Art,pdf,This brief article announces new laws in Nigeria that were made to prevent the trafficking of antiquities. ,,johnson Publishing,1974.08,yes,multiple-page; flyers,Psychiana Origin; Robinson's Life; Latah County; Psychiana Growth; Success; Farmers,Nigeria,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld052,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA81#v=onepage&q&f=false,,Intellectual Genocide,pdf,"This brief article discusses how intelligence tests, like the IQ test, are weaponized against marginalized communties. These tests deem Black children intellectually insuffient, without examining underlying causes of academic underperformance.",Patricia Ann Johnson,johnson Publishing,1974.08,yes,single-page; flyers,God-Power; Electricity; Uncle Sam; Success,"Carbondale, Illinois",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_015,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld071,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA4#v=onepage&q&f=true,,Du Bois' Uses of History,pdf,An analysis of W.E.B. Du Bois thoughts about historians and how he felt other historians should look apon history as their own and retell the stories from their own standards and not the views of white people.,S. Jay Walker,Johnson Publishing,1975.02,,,,"New York City, NY",,,,,,,,,,,,,
blackworld072,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA12#v=onepage&q&f=true,,"On ""The Cultural Unity of Africa""",pdf,This article focuses on the relationship between men and women in African civilization/general societies using the works of Cheikh Anta Diop.,John Henrik Clarke,Johnson Publishing,1975.02,,,,"Ghana, West Africa",,,,,,,,,,,,,
blackworld073,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA28#v=onepage&q&f=true,,Slavery In the Colonial Americas,pdf,This article discusses the Afro-American side of colonial slavery. Many historians in the past have focused on the white side of slavery and not the black making most of the history of slavery biased.,Rhett S. Jones,Johnson Publishing,1975.02,,,,Liberia,,,,,,,,,,,,,
blackworld074,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA41#v=onepage&q&f=true,,He,pdf,"This poem analyzes with the identity of the ""name"". How your name can bring so much light and meaning into who you are but taken away you are just another speck on the planet. Also depicts the idea that black people are now using white names instead of ancestrial names.",Julia Fields,Johnson Publishing,1975.02,,,,"Bessemer, Alabama",,,,,,,,,,,,,
blackworld075,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA45#v=onepage&q&f=true,,Art,pdf,"This poem depicts the struggles that african american women encounter when they are looked at by the eyes of other black people. melanin was not popular in this time, lighter skin women were drawn so beautifully but darker skin women were made in an ugly image.",Julia Fields,Johnson Publishing,1975.02,,,,"Bessemer, Alabama",,,,,,,,,,,,,
blackworld076,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA47#v=onepage&q&f=true,,I Loves A Wig,pdf,Dealing with a society that treasure their pride it is hard to get into a mindset of doing better than what is presented to you. This poem references the struggles of wanting to be something with your life. The wig simbolizes a change for the better and a step in the direction of being acknowledged.,Julia Fields,Johnson Publishing,1975.02,,,,"Bessemer, Alabama",,,,,,,,,,,,,
blackworld077,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA54#v=onepage&q&f=true,,Convergence,pdf,A short story describing the mental conversation you have when you know one of your loved ones have been hanged. The process of going to find the body and perform the traditional rituals to lay that body to rest. The grief you feel knowing that person is gone forever.,Brenda Torres,Johnson Publishing,1975.02,,,,Puerto Rico,,,,,,,,,,,,,
blackworld078,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA60#v=onepage&q&f=true,,Art in Haiti,pdf,An article going through the accent history of Hiatians and how their culture was not always wanted or appreciated. Talked about how slavery was a big influence on the haitians that do not want to claim their heritage. Also speaks about the influence of European culture on the slaves.,Pierre Monosiet,Johnson Publishing,1975.02,,,,Haiti,,,,,,,,,,,,,
blackworld079,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA68#v=onepage&q&f=true,,"""Perspective on Soul Train""",pdf,This article analysis the characteristics of the hit show Soul Train. Talks about how the show was very ritualistic and closed in. The members were all moving and acting as a group in its secretive entirety. Their moves and rhythmatic ways became a stamp in the 70's and 80's for black dance.,Warren Foulkes,Johnson Publishing,1975.02,,,,"Chicago, Illinois",,,,,,,,,,,,,
blackworld080,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA72#v=onepage&q&f=true,,Black Magazines in America,pdf,"Opinion is a analytic piece depicting the ideas and actions of W.E.B Du Bois and his criticism against the NAACP. Also spoke about the controversal definition of what ""Black Power"" conveys to the community.",Bob Chaney,Johnson Publishing,1975.02,,,,"Marion, Ohio",,,,,,,,,,,,,
blackworld081,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA80#v=onepage&q&f=true,,Statement on the Black Arts,pdf,This article references black art with identity. You can not know who you truly are unless you determine your identity because then the focus of your life is off balance.,Johari Amini,Johnson Publishing,1975.02,,,,Philadelphia,,,,,,,,,,,,,
blackworld082,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA4#v=onepage&q&f=true,,Pan African Congress,pdf,"Going back through history, African history is analyzed, finding connections the term Black Power and African Culture.",James Garrett,Johnson Publishing,1975.03,,,,"Tanzania, Dubai",,,,,,,,,,,,,
blackworld083,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA22#v=onepage&q&f=true,,Liberation Movement,pdf,the black liberation movement has changed drastically over the years and society has seen diffeent outcomes from the aftermath of the movement. some black people are still dealing with poverty and low income jobs and it is seeming like only a faction of the community are reaping the benefits of the movement.,Amiri Baraka,Johnson Publishing,1975.03,,,,"Newark, New Jersey",,,,,,,,,,,,,
blackworld084,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA28#v=onepage&q&f=true,,"Black Publisher, Black Writer: An Impasse",pdf,Black publishers have seen an all time low as many of them are choosing to stop writing. Others are struggling to get their work published and facing backlash for the work they already have. It makes it worse when most black people do not understand the publishing process so they are being taken advantage of. ,John A. Williams,Johnson Publishing,1975.03,,,,New York,,,,,,,,,,,,,
blackworld085,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA32#v=onepage&q&f=true,,"Black Publisher, Black Writer: An Answer",pdf,"Both black and white publishers are at bay with their writers. In the previous article the writers were feeling neglected because of the lack of publications but in turn the problem isn't their work, it's the funding these companies lack in order to publish everyone's work. Everyone has limits, even the publishers.",Dudley Randall,Johnson Publishing,1975.03,,,,"Washington, DC",,,,,,,,,,,,,
blackworld086,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA38#v=onepage&q&f=true,,Librarians,pdf,"Librarians are a key part of society, providing educational sources to the children of the community and giving these black writers a platform for their work to be presented. Especially in the 60's, most libraries were purchasing books that were for black by blacks. ",Ann Allen Shockley,Johnson Publishing,1975.03,,,,"Chicago, Illinois",,,,,,,,,,,,,
blackworld087,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA45#v=onepage&q&f=true,,Seasons,pdf,A poem that conveys the struggles of black people as a nation. How we have to be strong as a people but are also weak minded with the jive of the outside commotion. We desire something we can not reach and even with never ending promises from leaders we see nothing in return.,Sterling Plumpp,Johnson Publishing,1975.03,,,,"Clinton, Mississppi",,,,,,,,,,,,,
blackworld088,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA51#v=onepage&q&f=true,,Poems of Exile and Return,pdf,An article reflecting on the work of June Jordan. How her unique style of writing and performing caught her audience well. Her poems had a significant effect on her community helped people to understand her better.,June Jordan,Johnson Publishing,1975.03,,,,Mississippi,,,,,,,,,,,,,
blackworld089,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA54#v=onepage&q&f=true,,The Third Stop In Caraway Park,pdf,A story about a young black male named calvin who undergoes these psychological changes due to a drug given to him by his white friends. Makes him believe he is in two different dimensions when he is really under the spell of the drug.,Mari Evans,Johnson Publishing,1975.03,,,,"Toledo, Ohio",,,,,,,,,,,,,
blackworld090,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA64#v=onepage&q&f=true,,Preparing The Professional Book Proposal,pdf,A article describing the key steps to present a manuscript to a publishers office. Going over the dos and donts of writng and explaining the layout of a intelligent and well written novel.,Louis C. Young,Johnson Publishing,1975.03,,,,"Chicago, Illinois",,,,,,,,,,,,,
blackworld091,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA71#v=onepage&q&f=true,,My Visit To Ohio Penitentiary,pdf,"A poem depicting the experiences of being a black person. It isn't always dangerous and harmful, sometimes it can be sweet and wholesome to watch and be apart of. You realize that most people just want you to be yourself and live your truth whether it puts you in harms way or not.",Garfield A. Jackson,Johnson Publishing,1975.03,,,,Ohio,,,,,,,,,,,,,
blackworld092,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA72#v=onepage&q&f=true,,Book Publishers,pdf,A collection of book covers by black writers.,Carole A. Parks,Johnson Publishing,1975.03,,,,"Chicago, Illinois",,,,,,,,,,,,,
blackworld093,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA93#v=onepage&q&f=true,,Angela Davis--An Autobiography,pdf,"An autobiography about Angela Davis, her life and how she achieved her goals. Her downfalls and moments of weakness as well because those are just as important to the nature of her work and her inspirations of life.",Paula Giddings,Johnson Publishing,1975.03,,,,"Birmingham, Alabama",,,,,,,,,,,,,
blackworld094,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA4#v=onepage&q&f=true,,Woodie King Jr,pdf,An interview given to Woodie King Jr about his various works in the 60's. All the shows he produced and acted in were incredible pieces. He shared the stage with many other writers and actors and poets that used their works to create broadway shows and screenplays.,Peter Bailey,Johnson Publishing,1975.04,,,,New York,,,,,,,,,,,,,
blackworld095,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA12#v=onepage&q&f=true,,"Stage, Screen, And Black Hegemony: Black World Interviews Woodie King Jr",pdf,"An interview with Woodie King Jr about his thoughts on Black Theater and how it can progress in history. When thinking about how things can effectively change he suggested that art be taken away from New York. Not saying that it can not thrive in New York but all in all saying that for Black Art to be appreciated, it has to migrate out of New York.",Hoyt W. Fuller,Johnson Publishing,1975.04,,,,New York,,,,,,,,,,,,,
blackworld096,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA18#v=onepage&q&f=true,,New York,pdf,An article going over the plays and shows around the 1970's. The media was terrible in depicting the art of the Black Theater. Most were compatible others were still showing their racist remarks through the aritcles that were written.,Peter A. Bailey,Johnson Publishing,1975.04,,,,Virginia,,,,,,,,,,,,,
blackworld097,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA26#v=onepage&q&f=true,,Chicago,pdf,An article about the Black Theater Alliance (BTA). They are an organization that offers workshops for people in theater and teaches their community how to strengthen their skills in theater. Also are a community based organization fighting to keep the black theater in chicago popular and present.,Dierdra Dyson,johnson Publishing,1975.04,,,,"Chicago, Illinois",,,,,,,,,,,,,
blackworld098,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA34#v=onepage&q&f=true,,"Washington, D.C",pdf,An article continuing the discussion of how Black Theater was struggling to stay popular. Many productions were being folded by the lack of shows and money they were receiving. Big names in the industry were starting to lose hope of their next work.,Jeanne-Marie A. Miller,johnson Publishing,1975.04,,,,"Washington, DC",,,,,,,,,,,,,
blackworld099,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA39#v=onepage&q&f=true,,We The Poets/A Poem For Second Thinkers,pdf,A sequence of poems by two talented writers. One depicting opression and the other conveying how there is a need for revolution and a fight against justice. Spoke about growing old and never being apart of the fight.,Rabi'a K. Jabbar/Zack Gilbert,johnson Publishing,1975.04,,,,"Chicago, Illinois",,,,,,,,,,,,,
blackworld100,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA40#v=onepage&q&f=true,,Willis Richardson: Pioneer Playwright,pdf,"An article reconciling with the art of Black Theater. How there are a tremendous amount of good writers and play makers in history but it took them a while to get to where they are. At first most plays were written for black people by white people, and for a while the community was longing for a writer who can commerse with their struggles and turn it into a beautiful work of art. ",Bernard L. Peterson Jr.,Johnson Publishing,1975.04,,,,New York,,,,,,,,,,,,,
blackworld101,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA51#v=onepage&q&f=true,,Perspectives: Books Noted,pdf,"In this article it discusses many plays written by black people that were beneficial to blacks but profitable to whties. Back in the 60's, black writers had the space to write their plays but only if it was appealing to a white audience. So most of the plays that were written had characteristics like racism, lynching, rape, and more harsh realities of the black community. This caught the eyes of the public more because their pain was a laughing matter to white people.",Hilda Njoki McElroy,Johnson Publishing,1975.04,,,,"Grayson County, Texas",,,,,,,,,,,,,
blackworld102,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA53#v=onepage&q&f=true,,Manifesto Of A Liberated Poet,pdf,,Octave Lilly Jr.,Johnson Publishing,1975.04,,,,Louisiana,,,,,,,,,,,,,
blackworld103,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA54#v=onepage&q&f=true,,The Black Image in Early American Drama,pdf,,Larry Thompson,Johnson Publishing,1975.04,,,,,,,,,,,,,,,,,
blackworld104,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA70#v=onepage&q&f=true,,Dunbar As Playwright,pdf,,Thomas Pawley,Johnson Publishing,1975.04,,,,,,,,,,,,,,,,,
blackworld105,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA91#v=onepage&q&f=true,,Humor in Hue,pdf,,Morrie,Johnson Publishing,1975.04,,,,,,,,,,,,,,,,,
blackworld106,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA92#v=onepage&q&f=true,,Senegal Revisited,pdf,,Bruce Wright,Johnson Publishing,1975.04,,,,,,,,,,,,,,,,,
blackworld107,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA94#v=onepage&q&f=true,,For Alice Walker,pdf,,Micheal S. Harper,Johnson Publishing,1975.04,,,,,,,,,,,,,,,,,
blackworld108,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA95#v=onepage&q&f=true,,On Record: The Art Ensemble of Chicago,pdf,,Ron Welburn,Johnson Publishing,1975.04,,,,,,,,,,,,,,,,,
blackworld109,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA98#v=onepage&q&f=true,,Raveen and Duke,pdf,,Unknown,Johnson Publishing,1975.04,,,,,,,,,,,,,,,,,
blackworld110,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA79#v=onepage&q=black%20world/%20negro%20digest&f=false,,Towards Pan-Africanism ,pdf,,Carrie Sembene,Johnson Publishing,1975. 10,,,,,,,,,,,,,,,,,
blackworld111,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA4#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Future of Pan- Africanism ,pdf,,Ronald Walters,Johnson Publishing,1975. 10,,,,,,,,,,,,,,,,,
blackworld112,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA20#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Almicar Cabral Politico-Cultural Model,pdf,,Harold W. Cruse,Johnson Publishing,1975. 10,,,,,,,,,,,,,,,,,
blackworld113,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA28#v=onepage&q=black%20world/%20negro%20digest&f=false,,"The National Black Political Assembly: Its Position, Its Future",pdf,An interview w...,Ron Daniels,Johnson Publishing,1975. 10,,,,,,,,,,,,,,,,,
blackworld114,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA42#v=onepage&q=black%20world/%20negro%20digest&f=false,,Streched on The National Black Assembly ,pdf,An interview w...,Amiri Baracka,Johnson Publishing,1975. 10,,,,,,,,,,,,,,,,,
blackworld115,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA44#v=onepage&q=black%20world/%20negro%20digest&f=false,,Why I Resigned from the NBPA,pdf,An interview w...,Hannah Atkins,Johnson Publishing,1975. 10,,,,,,,,,,,,,,,,,
blackworld116,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA47#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Congressional Black Caucas: The Members,pdf,An assessment ,Simeon Booker,Johnson Publishing,1975. 10,,,,,,,,,,,,,,,,,
blackworld117,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA49#v=onepage&q=black%20world/%20negro%20digest&f=false,,Black Elected Officials: Is There a Measurable Difference,pdf,,Hoyt W. Fuller,Johnson Publishing,1975. 10,,,,,,,,,,,,,,,,,
blackworld118,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA51#v=onepage&q=black%20world/%20negro%20digest&f=false,,Die Nigger Die,pdf,,H. Rap Brown,Johnson Publishing,1975. 10,,,,,,,,,,,,,,,,,
blackworld119,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA53#v=onepage&q=black%20world/%20negro%20digest&f=false,,Sun People,pdf,A poem reflecting..,Michael D. Harris,Johnson Publishing,1975. 10,,,,,,,,,,,,,,,,,
blackworld120,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA54#v=onepage&q=black%20world/%20negro%20digest&f=false,,America: an allegory,pdf,A poem ,Everett Hoagland,Johnson Publishing,1975. 10,,,,,,,,,,,,1974.06.4,,,,,
blackworld121,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA58#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Congressional Black Caucas: The Organization,pdf,An editorial on...,Hoyt W. Fuller,Johnson Publishing,1975. 10,,,,,,,,,,,,1974.06.20,,,,,
blackworld122,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA61#v=onepage&q=black%20world/%20negro%20digest&f=false,,"New Politics for Black People: A Statement of Principles, Goals, Guidelines, Definitons, and Direction for the National Black Political Assembly",pdf,In depth article,NEED,Johnson Publishing,1975. 10,,,,,,,,,,,,1974.06.36,,,,,
blackworld123,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA66#v=onepage&q=black%20world/%20negro%20digest&f=false,,Mozambique: New Nations,pdf,Report on..,Tennyson Makiwane,Johnson Publishing,1975. 10,,,,,,,,,,,,1974.06.49,,,,,
blackworld124,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA76#v=onepage&q=black%20world/%20negro%20digest&f=false,,Cape Verde Islands and Sao Tome,pdf,,NEED,Johnson Publishing,1975. 10,,,,,,,,,,,,1974.06.51,,,,,
blackworld125,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA77#v=onepage&q=black%20world/%20negro%20digest&f=false,,Festival Report,pdf,An update on local festival,Gen. Muritala Rufai Mohammed,Johnson Publishing,1975. 10,,,,,,,,,,,,1974.06.53,,,,,
blackworld126,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA88#v=onepage&q=black%20world/%20negro%20digest&f=false,,"Jesse Jackson: The Man, The Myth, The Movement",pdf,,James M. Stephens,Johnson Publishing,1975. 10,,,,,,,,,,,,1974.06.54,,,,,
blackworld127,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA90#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Ripening Fruit or Revolution,pdf,,Hoyt W. Fuller,Johnson Publishing,1975. 10,,,,,,,,,,,,1974.06.61,,,,,
blackworld128,https://books.google.com/books?id=NbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA4#v=onepage&q=black%20world/%20negro%20digest&f=false,,Black Intellectuals and The American Social Change,pdf,,Bill Strickland,Johnson Publishing,1975.11,,,,,,,,,,,,1974.06.67,,,,,
blackworld129,https://books.google.com/books?id=NbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA12#v=onepage&q=black%20world/%20negro%20digest&f=false,,Black Neighborhoods,pdf,,Donald A. Warren,Johnson Publishing,1975.11,,,,,,,,,,,,1974.06.68,,,,,
blackworld130,https://books.google.com/books?id=NbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA28#v=onepage&q=black%20world/%20negro%20digest&f=false,,Black Man in the New China,pdf,,John O. Killens,Johnson Publishing,1975. 11,,,,,,,,,,,,1974.06.72,,,,,
blackworld131,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA29#v=onepage&q&f=false,,The Death Walk Against Afrika,pdf,This articles discusses the concept of Africans Americans devoiding themselves of african identity. He compares other races/ ethnicities such as greeks who are in general aligned with their traditional beliefs and customs.,Don L. Lee,johnson publishing,1973. 10,,,,"Little Rock, Arkansas",,,,,,,,1974.07.47,,,,,
blackworld133,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA43#v=onepage&q&f=false,,Black Labor: Powerful Force For Liberation,pdf,An article discussing the utilization of Black workers for liberation. ,Earl Ofari,johnson publishing,1973. 10,,,,"Chicago, Ilinois ",,,,,,,,1974.07.49,,,,,
blackworld134,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA60#v=onepage&q&f=false,,A Blueprint For Black Liberation ,pdf,An in depth analysis and critique on black revolutionists that provides different approaches to handling and working against white supremacy.,Obi Antarah,johnson publishing,1973. 10,,,,"Chicago, Ilinois ",,,,,,,,1974.07.51,,,,,
blackworld135,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA68#v=onepage&q&f=false,,"David Walker and Malcolm X, BROTHERS IN RADICAL",pdf,Article by William Seraille that compares and relates similarites between the philosophies of Malcolm X and David Walker.,William Seraile ,johnson publishing,1973. 10,,,,"New York City, NY",,,,,,,,1974.07.53,,,,,
blackworld136,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA56#v=onepage&q&f=false,,Mama Pritchett ,pdf,Poem that provides the perspective of Black women's experience in the north and south. ,Hazel.V Bright ,johnson publishing,1973. 10,,,,"Chicago, Ilinois ",,,,,,,,1974.07.60,,,,,
blackworld137,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA74#v=onepage&q&f=false,,Political Prisoner ,pdf,Poem entailing the disposition of the american government vs. being an american. ,Brenda Torres ,johnson publishing,1973. 10,,,,"Chicago, Ilinois",,,,,,,,1974.07.64,,,,,
blackworld138,https://books.google.com/books?id=TjoDAAAAMBAJ&lpg=PA1&pg=PA4#v=onepage&q&f=false,,Some Guidlines: Music Research and The Black Aesthetic ,pdf,Article that offers critique and enthusiam for the future of black music composition and composers. ,Eileen Southern,johnson publishing,1973.11,,,,"Minneapolis, Minnesota ",,,,,,,,1974.07.71,,,,,
blackworld139,https://books.google.com/books?id=TjoDAAAAMBAJ&lpg=PA1&pg=PA14#v=onepage&q&f=false,,Improvisation and The Aural Tradition of Afro-American Music,pdf,An Article detailing the similarities and traits of african american musical interpretation in comparison with traditional african music style. ,Marion Brown ,johnson publishing,1973.11,,,,,,,,,,,,1974.07.72,,,,,
blackworld140,https://books.google.com/books?id=TjoDAAAAMBAJ&lpg=PA1&pg=PA20#v=onepage&q&f=false,,The Battle for Legitimacy:'Jazz vs Academia' ,pdf,Article by David Baker discussing the lack of credibility given to Black musicians and both the contribution of Jazz by Blacks as well as the legitimacy of Jazz as a musical Genre. ,David Baker ,johnson publishing,1973.11,,,,,,,,,,,,1974.07.77,,,,,
blackworld141,,,,,,,,,,,,,,,,,,,,1974.07.78,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.97,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.100,,,,,
,,,,,,,,,,,,,,,,,,,,1974.08.4,,,,,
,,,,,,,,,,,,,,,,,,,,1974.08.10,,,,,
,,,,,,,,,,,,,,,,,,,,1974.08.19,,,,,
,,,,,,,,,,,,,,,,,,,,1974.08.20,,,,,
,,,,,,,,,,,,,,,,,,,,1974.08.31,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.37,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.39,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.41,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.48,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.49,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.49,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.51,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.53,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.54,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.57,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.65,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.66,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.77,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.80,,,,,
,,,,,,,,,,,,,,,,,,,,1974.07.81,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
